locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
SACI_RS06255,SACI_RS06255,Saci_1308,1113836,1114633,-,SDR family oxidoreductase,Lipid transport and metabolism,A0A0U3HI16,Op729
SACI_RS06260,SACI_RS06260,Saci_1309,1114630,1115706,-,pseudouridylate synthase,"Translation, ribosomal structure and biogenesis",A0A0U3FJM7,Op729
SACI_RS06265,ffh,Saci_1310,1115675,1117009,-,signal recognition particle protein,"Intracellular trafficking, secretion, and vesicular transport",A0A0U3FBE9,Op729
SACI_RS06270,SACI_RS06270,Saci_1311,1117011,1117406,-,translation initiation factor IF-5A,"Translation, ribosomal structure and biogenesis",A0A0U3HDI9,Op729
SACI_RS06275,SACI_RS06275,Saci_1314,1117749,1118909,-,DNA topoisomerase IV subunit A,"Replication, recombination and repair",A0A0U3GP25,Op730
SACI_RS06280,SACI_RS06280,Saci_1315,1118906,1120504,-,DNA topoisomerase VI subunit B,"Replication, recombination and repair",A0A0U3FLI6,Op730
SACI_RS06285,SACI_RS06285,Saci_1316,1120540,1121475,-,deoxyhypusine synthase,Coenzyme transport and metabolism,A0A0U3H782,Op730
SACI_RS06290,SACI_RS06290,Saci_1317,1121472,1122920,-,RtcB family protein,"Replication, recombination and repair",A0A0U3GR90,Op730
SACI_RS06295,SACI_RS06295,Saci_1319,1123028,1123243,-,hypothetical protein,No COG annotation,A0A0U2NCN7,Op731
SACI_RS06300,SACI_RS06300,Saci_1320,1123338,1126142,+,DEAD/DEAH box helicase,"Replication, recombination and repair",A0A0U3HIH2,Op732
SACI_RS06305,SACI_RS06305,Saci_1321,1126245,1126517,+,DNA-binding protein,Transcription,A0A0U3GSD1,Op733
SACI_RS06310,rgy,,1126482,1129943,-,reverse gyrase,"Replication, recombination and repair",M1I560,Op734
SACI_RS06315,albA,Saci_1322,1130260,1130553,+,DNA-binding protein Alba,Transcription,A0A0U3FT74,Op735
SACI_RS06320,SACI_RS06320,Saci_1323,1130638,1130964,+,hypothetical protein,No COG annotation,A0A0U3GLQ4,Op736
SACI_RS06325,SACI_RS06325,Saci_1324,1130939,1131214,-,hypothetical protein,No COG annotation,A0A0U2W286,Op737
SACI_RS06330,SACI_RS06330,Saci_1325,1131307,1131816,+,hypothetical protein,No COG annotation,A0A0U3H6D3,Op738
SACI_RS06335,SACI_RS06335,,1131771,1133401,-,DEAD/DEAH box helicase,No COG annotation,,Op739
SACI_RS06340,SACI_RS06340,Saci_1327,1133361,1133738,-,hypothetical protein,No COG annotation,A0A0U2Y6K5,Op739
SACI_RS06345,SACI_RS06345,Saci_1328,1133783,1134115,+,divalent-cation tolerance protein CutA,Inorganic ion transport and metabolism,A0A0U3H8H6,Op740
SACI_RS06350,gatC,Saci_1329,1134099,1134392,+,Asp-tRNA(Asn) amidotransferase subunit GatC,"Translation, ribosomal structure and biogenesis",A0A0U3H8F3,Op740
SACI_RS06355,gatA,Saci_1330,1134394,1135824,+,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,"Translation, ribosomal structure and biogenesis",A0A0U3FK17,Op740
SACI_RS06360,SACI_RS06360,Saci_1331,1135870,1136946,+,4-demethylwyosine synthase TYW1,Energy production and conversion,A0A0U3FJL4,Op741
SACI_RS06365,SACI_RS06365,Saci_1332,1136977,1137600,+,DUF120 domain-containing protein,Nucleotide transport and metabolism,UPI0011BE8E24,Op741
SACI_RS06370,SACI_RS06370,Saci_1333,1137603,1138289,-,DUF357 domain-containing protein,Cell wall/membrane/envelope biogenesis,A0A0U3GP09,Op742
SACI_RS06375,SACI_RS06375,Saci_1334,1138274,1139029,-,diphthine synthase,"Translation, ribosomal structure and biogenesis",A0A0U3FDF6,Op742
SACI_RS06380,SACI_RS06380,Saci_1335,1139076,1139840,+,metallophosphoesterase,Function unknown,A0A0U3GR75,Op743
SACI_RS06385,SACI_RS06385,Saci_1336,1139910,1140488,+,TATA-box-binding protein,Transcription,UPI0009B59C4B,Op744
SACI_RS06390,SACI_RS06390,Saci_1337,1140518,1140745,+,DUF5622 domain-containing protein,No COG annotation,A0A0U3GJV3,Op744
SACI_RS06395,SACI_RS06395,Saci_1338,1140735,1141796,-,DUF373 family protein,Function unknown,A0A0U2W033,Op745
SACI_RS06400,SACI_RS06400,Saci_1339,1141768,1142709,-,hypothetical protein,"Cell cycle control, cell division, chromosome partitioning",A0A0U3FT63,Op746
SACI_RS06405,SACI_RS06405,Saci_1340,1142977,1143249,+,H/ACA RNA-protein complex protein Gar1,"Translation, ribosomal structure and biogenesis",A0A0U2W268,Op747
SACI_RS06410,SACI_RS06410,Saci_1341,1143246,1144121,+,transcription initiation factor IIB family protein,Transcription,A0A0U2Y4G9,Op747
SACI_RS06415,SACI_RS06415,Saci_1342,1144185,1144559,+,transcription factor TFIIIC,Transcription,A0A0U3FBW5,Op748
SACI_RS06420,SACI_RS06420,Saci_1343,1144536,1145684,-,tRNA (guanine(26)-N(2))-dimethyltransferase,"Translation, ribosomal structure and biogenesis",A0A0U2WYF7,Op749
SACI_RS06425,SACI_RS06425,Saci_1344,1145671,1146588,-,helix-turn-helix domain-containing protein,Transcription,A0A0U3H6C5,Op749
SACI_RS06430,SACI_RS06430,Saci_1345,1146572,1147000,-,DUF61 family protein,Function unknown,A0A0U3H8F7,Op749
SACI_RS06435,SACI_RS06435,Saci_1346,1147005,1147700,-,fibrillarin-like rRNA/tRNA 2'-O-methyltransferase,"Translation, ribosomal structure and biogenesis",A0A0U3H8D6,Op749
SACI_RS06440,SACI_RS06440,Saci_1347,1147701,1148939,-,hypothetical protein,"Translation, ribosomal structure and biogenesis",F2Z5Z2,Op749
SACI_RS06445,SACI_RS06445,Saci_1348,1149000,1149164,+,30S ribosomal protein S30e,"Translation, ribosomal structure and biogenesis",A0A0U2NDM5,Op750
SACI_RS06450,gatD,Saci_1349,1149196,1150536,+,Glu-tRNA(Gln) amidotransferase subunit GatD,"Translation, ribosomal structure and biogenesis",A0A0U3HJT4,Op750
SACI_RS06455,gatE,Saci_1350,1150514,1152418,+,Glu-tRNA(Gln) amidotransferase subunit GatE,"Translation, ribosomal structure and biogenesis",A0A0U3FLF2,Op750
SACI_RS06460,SACI_RS06460,Saci_1351,1152471,1153529,+,hypothetical protein,No COG annotation,A0A0U3GQ85,Op751
SACI_RS06465,SACI_RS06465,Saci_1352,1153491,1153889,-,transcriptional regulator,Transcription,A0A0U3GPL1,Op752
SACI_RS06470,SACI_RS06470,Saci_1353,1153948,1156461,-,adenosylcobalamin-dependent ribonucleoside-diphosphate reductase,Nucleotide transport and metabolism,A0A0U3H750,Op753
SACI_RS06475,SACI_RS06475,Saci_1354,1156623,1157369,+,hypothetical protein,No COG annotation,A0A0U3GZC3,Op754
SACI_RS06480,SACI_RS06480,Saci_1355,1157411,1158658,+,phosphoglycerate kinase,Carbohydrate transport and metabolism,A0A0U3GJT2,Op755
SACI_RS06485,SACI_RS06485,Saci_1356,1158645,1159676,+,phosphorylating glyceraldehyde-3-phosphate dehydrogenase,Carbohydrate transport and metabolism,A0A0U3H181,Op755
SACI_RS06490,SACI_RS06490,Saci_1357,1159673,1160080,+,universal stress protein,Signal transduction mechanisms,A0A0U3GLM1,Op755
SACI_RS06495,SACI_RS06495,Saci_1358,1160073,1161374,-,serine hydroxymethyltransferase,Amino acid transport and metabolism,A0A0U2W255,Op756
SACI_RS06500,hmgA,Saci_1359,1161400,1162635,-,hydroxymethylglutaryl-CoA reductase (NADPH),Lipid transport and metabolism,A0A0U3FV32,Op756
SACI_RS06505,SACI_RS06505,Saci_1360,1162619,1163032,-,Zn-ribbon domain-containing OB-fold protein,Defense mechanisms,A0A0U3H6A0,Op756
SACI_RS06510,SACI_RS06510,Saci_1361,1163038,1164132,-,thiolase family protein,Lipid transport and metabolism,A0A0U2Y6H3,Op756
SACI_RS06515,SACI_RS06515,Saci_1362,1164132,1165178,-,hydroxymethylglutaryl-CoA synthase,Lipid transport and metabolism,A0A0U3H6B3,Op756
SACI_RS06520,speD,Saci_1363,1165329,1165721,-,adenosylmethionine decarboxylase,Amino acid transport and metabolism,A0A0U3H8C0,Op757
SACI_RS06525,SACI_RS06525,Saci_1364,1165834,1166673,+,hypothetical protein,No COG annotation,A0A0U2NC73,Op758
SACI_RS06535,SACI_RS06535,Saci_1366,1167095,1167616,+,hypothetical protein,No COG annotation,A0A0U3GQT7,Op759
SACI_RS06540,SACI_RS06540,Saci_1367,1167558,1168169,+,N-glycosylase/DNA lyase,"Replication, recombination and repair",A0A0U3HHX2,Op759
SACI_RS06545,SACI_RS06545,Saci_1368,1168374,1169306,+,3-phosphoglycerate dehydrogenase,Energy production and conversion,A0A0U2YB16,Op760
SACI_RS06550,SACI_RS06550,Saci_1369,1169308,1170423,+,alanine--glyoxylate aminotransferase family protein,Amino acid transport and metabolism,A0A0U3HJR1,Op760
SACI_RS06555,SACI_RS06555,Saci_1370,1170456,1170725,+,DNA-directed RNA polymerase subunit K,Transcription,A0A0U3FLE1,Op760
SACI_RS06560,SACI_RS06560,Saci_1371,1170732,1172738,+,DNA topoisomerase I,"Replication, recombination and repair",A0A0U3FDC4,Op760
SACI_RS06565,SACI_RS06565,Saci_1372,1172794,1173918,-,ATP-binding protein,"Cell cycle control, cell division, chromosome partitioning",F2Z6D2,Op761
SACI_RS06570,SACI_RS06570,Saci_1373,1173921,1174706,-,cell division protein,"Cell cycle control, cell division, chromosome partitioning",A0A0U3H735,Op761
SACI_RS06575,cdvA,Saci_1374,1174724,1175440,-,cell division protein CdvA,No COG annotation,A0A0U3HCN2,Op761
SACI_RS06580,SACI_RS06580,Saci_1376,1175606,1175854,+,hypothetical protein,No COG annotation,A0A0U3GZA7,Op762
SACI_RS06585,eno,Saci_1377,1175851,1177101,-,phosphopyruvate hydratase,Carbohydrate transport and metabolism,A0A0U3H175,Op763
SACI_RS06590,SACI_RS06590,Saci_1378,1177140,1177451,+,hypothetical protein,No COG annotation,A0A0U3GLK9,Op764
SACI_RS06595,SACI_RS06595,Saci_1379,1177444,1177761,+,hypothetical protein,No COG annotation,A0A0U2W244,Op764
SACI_RS06600,SACI_RS06600,Saci_1380,1177748,1178161,+,signal peptidase I,"Intracellular trafficking, secretion, and vesicular transport",A0A0U2WWD4,Op764
SACI_RS06605,SACI_RS06605,Saci_1381,1178153,1179670,-,aminomethyl-transferring glycine dehydrogenase subunit GcvPB,Amino acid transport and metabolism,A0A0U2Y4E2,Op765
SACI_RS06610,SACI_RS06610,Saci_1382,1179672,1181015,-,aminomethyl-transferring glycine dehydrogenase subunit GcvPA,Amino acid transport and metabolism,A0A0U3H684,Op765
SACI_RS06615,gcvT,Saci_1383,1181056,1182111,+,glycine cleavage system aminomethyltransferase GcvT,Amino acid transport and metabolism,A0A0U3H8C5,Op766
SACI_RS06620,gcvH,Saci_1384,1182119,1182535,+,glycine cleavage system protein GcvH,Amino acid transport and metabolism,A0A0U3H8A3,Op766
SACI_RS06625,SACI_RS06625,Saci_1385,1182535,1183281,+,proteasome assembly chaperone family protein,Function unknown,M1J2A9,Op766
SACI_RS06630,SACI_RS06630,Saci_1386,1183286,1183660,+,hypothetical protein,"Post-translational modification, protein turnover,and chaperones",A0A0U3FTL1,Op766
SACI_RS06635,SACI_RS06635,Saci_1387,1183734,1184735,+,phosphate uptake regulator PhoU,Transcription,A0A0U3HHW3,Op767
SACI_RS06640,sufC,Saci_1388,1184762,1185508,+,Fe-S cluster assembly ATPase SufC,"Post-translational modification, protein turnover,and chaperones",A0A0U3FJG7,Op767
SACI_RS06645,sufB,Saci_1389,1185579,1187018,+,Fe-S cluster assembly protein SufB,"Post-translational modification, protein turnover,and chaperones",A0A0U3FB76,Op767
SACI_RS06650,SACI_RS06650,Saci_1390,1187019,1188188,+,SufD family Fe-S cluster assembly protein,"Post-translational modification, protein turnover,and chaperones",A0A0U3FDA5,Op767
SACI_RS06655,SACI_RS06655,Saci_1391,1188258,1188389,+,ribbon-helix-helix protein%2C CopG family,Function unknown,A0A0U3GQ47,Op768
SACI_RS06665,SACI_RS06665,Saci_1393,1188647,1189630,+,alcohol dehydrogenase catalytic domain-containing protein,Energy production and conversion,A0A0U3H719,Op769
SACI_RS11655,SACI_RS11655,,1189798,1190013,-,integrase,Function unknown,,Op770
SACI_RS06675,SACI_RS06675,Saci_1396,1190366,1192222,-,arginine--tRNA ligase,"Translation, ribosomal structure and biogenesis",A0A0U3H939,Op771
SACI_RS06680,SACI_RS06680,Saci_1397,1192276,1192473,+,hypothetical protein,No COG annotation,A0A0U3H167,Op772
SACI_RS06685,SACI_RS06685,Saci_1398,1192559,1192849,+,hypothetical protein,No COG annotation,UPI00005525D5,Op773
SACI_RS06690,SACI_RS06690,Saci_1399,1192841,1193146,-,hypothetical protein,No COG annotation,A0A0U3GKC8,Op774
SACI_RS06695,SACI_RS06695,Saci_1400,1193291,1193635,+,hypothetical protein,No COG annotation,A0A0U2W228,Op775
SACI_RS06700,SACI_RS06700,Saci_1401,1193673,1195349,-,thermosome subunit,"Post-translational modification, protein turnover,and chaperones",A0A0U3FYD6,Op776
SACI_RS06705,SACI_RS06705,Saci_1402,1195473,1196213,+,hypothetical protein,No COG annotation,M1ID91,Op777
SACI_RS06710,SACI_RS06710,Saci_1403,1196140,1196961,-,hypothetical protein,No COG annotation,A0A0U3FV04,Op778
SACI_RS06715,SACI_RS06715,Saci_1404,1197002,1197367,-,hypothetical protein,No COG annotation,A0A0U2Y4C6,Op778
SACI_RS06720,SACI_RS06720,Saci_1405,1197528,1198247,-,hypothetical protein,No COG annotation,A0A0U2Y6D9,Op779
SACI_RS06725,SACI_RS06725,Saci_1406,1198321,1199403,-,ATP-NAD kinase family protein,Function unknown,A0A0U3H8B0,Op780
SACI_RS06730,SACI_RS06730,Saci_1407,1199400,1200020,-,hypothetical protein,No COG annotation,A0A0U3FRM8,Op780
SACI_RS06735,argF,Saci_1408,1200053,1200973,+,ornithine carbamoyltransferase,Amino acid transport and metabolism,A0A0U2NC53,Op781
SACI_RS06740,SACI_RS06740,Saci_1409,1200966,1202198,-,hypothetical protein,Function unknown,A0A0U2NDJ7,Op782
SACI_RS06745,SACI_RS06745,Saci_1410,1202152,1202823,-,PHP domain-containing protein,Function unknown,A0A0U3FJF4,Op782
SACI_RS06750,asd,Saci_1411,1202820,1203872,-,aspartate-semialdehyde dehydrogenase,Amino acid transport and metabolism,A0A0U3FLC4,Op782
SACI_RS06755,SACI_RS06755,Saci_1412,1203857,1205200,-,aspartate kinase,Amino acid transport and metabolism,A0A0U3GNT5,Op782
SACI_RS06760,SACI_RS06760,Saci_1413,1205197,1206375,-,threonine synthase,Amino acid transport and metabolism,A0A0U3GR18,Op782
SACI_RS06765,SACI_RS06765,Saci_1414,1206477,1207928,+,UbiD family decarboxylase,Coenzyme transport and metabolism,A0A0U3GS61,Op783
SACI_RS06770,SACI_RS06770,Saci_1415,1207900,1208187,-,hypothetical protein,No COG annotation,A0A0U3GZ78,Op784
SACI_RS06775,SACI_RS06775,Saci_1416,1208272,1208931,+,hypothetical protein,"Cell cycle control, cell division, chromosome partitioning",A0A0U3H164,Op785
SACI_RS06780,ppsA,Saci_1417,1208995,1211373,+,pyruvate%2C water dikinase,Carbohydrate transport and metabolism,A0A0U2VZT1,Op786
SACI_RS06785,SACI_RS06785,Saci_1418,1211375,1211656,-,hypothetical protein,No COG annotation,A0A0U3FSZ5,Op787
SACI_RS06790,SACI_RS06790,Saci_1419,1211613,1212689,-,inositol-3-phosphate synthase,Lipid transport and metabolism,A0A0U3FUY1,Op787
SACI_RS06795,SACI_RS06795,Saci_1420,1212750,1213061,+,acylphosphatase,Energy production and conversion,UPI0002B28D90,Op788
SACI_RS06800,SACI_RS06800,Saci_1421,1213114,1214388,+,TrpB-like pyridoxal phosphate-dependent enzyme,Amino acid transport and metabolism,A0A0U2Y4B2,Op789
SACI_RS06805,SACI_RS06805,Saci_1422,1214385,1215122,+,tryptophan synthase subunit alpha,Amino acid transport and metabolism,A0A0U2Y6C4,Op789
SACI_RS06810,trpD,Saci_1423,1215112,1216158,+,anthranilate phosphoribosyltransferase,Amino acid transport and metabolism,A0A0U3H892,Op789
SACI_RS06815,SACI_RS06815,Saci_1424,1216145,1216744,+,N-(5'-phosphoribosyl)anthranilate isomerase,Amino acid transport and metabolism,A0A0U3H870,Op789
SACI_RS06820,SACI_RS06820,Saci_1425,1216726,1218024,+,anthranilate synthase component I,Amino acid transport and metabolism,A0A0U2NC45,Op789
SACI_RS06825,SACI_RS06825,Saci_1426,1218041,1218610,+,aminodeoxychorismate/anthranilate synthase component II,Amino acid transport and metabolism,A0A0U2NDI3,Op789
SACI_RS06830,trpC,Saci_1427,1218615,1219361,+,indole-3-glycerol phosphate synthase TrpC,Amino acid transport and metabolism,A0A0U3HJL7,Op789
SACI_RS06835,SACI_RS06835,Saci_1428,1219373,1220575,+,pyridoxal phosphate-dependent aminotransferase,Amino acid transport and metabolism,A0A0U3FLB1,Op789
SACI_RS06840,SACI_RS06840,Saci_1430,1220593,1223088,-,valine--tRNA ligase,"Translation, ribosomal structure and biogenesis",A0A0U3GNR2,Op790
SACI_RS06845,SACI_RS06845,Saci_1431,1223089,1224078,+,NAD(P)/FAD-dependent oxidoreductase,Energy production and conversion,A0A0U3GQ10,Op791
SACI_RS06850,SACI_RS06850,Saci_1432,1224053,1224445,+,hypothetical protein,No COG annotation,A0A0U3GS44,Op792
SACI_RS06855,SACI_RS06855,Saci_1433,1224445,1224765,+,hypothetical protein,No COG annotation,A0A0U3GZ62,Op792
SACI_RS11925,SACI_RS11925,Saci_1434,1224723,1225055,-,hypothetical protein,No COG annotation,A0A0U3GJP1,Op793
SACI_RS06865,SACI_RS06865,Saci_1435,1225027,1225245,-,hypothetical protein,No COG annotation,A0A0U3GLG8,Op794
SACI_RS06870,treY,,1225387,1227549,-,malto-oligosyltrehalose synthase,Carbohydrate transport and metabolism,,Op795
SACI_RS06875,glgX,Saci_1439,1227546,1229687,-,glycogen debranching protein GlgX,Carbohydrate transport and metabolism,F2Z6B6,Op795
SACI_RS06880,treZ,Saci_1440,1229684,1231354,-,malto-oligosyltrehalose trehalohydrolase,Carbohydrate transport and metabolism,F2Z6C5,Op795
SACI_RS11855,SACI_RS11855,,1231584,1231667,+,putative integrase,No COG annotation,UPI0011BFB8E2,Op796
SACI_RS06885,SACI_RS06885,Saci_1441,1231688,1232518,+,hypothetical protein,Function unknown,A0A0U2Y6B1,Op796
SACI_RS06890,SACI_RS06890,Saci_1442,1232594,1233118,+,hypothetical protein,No COG annotation,A0A0U3H654,Op797
SACI_RS06895,SACI_RS06895,Saci_1443,1233266,1233892,+,hypothetical protein,No COG annotation,A0A0U3FRI9,Op798
SACI_RS06900,SACI_RS06900,,1234257,1234739,-,hypothetical protein,"Replication, recombination and repair",A0A0U3FTF6,Op799
SACI_RS11930,SACI_RS11930,,1235099,1235239,-,hypothetical protein,No COG annotation,UPI0012D9D522,Op800
SACI_RS06905,SACI_RS06905,Saci_1445,1235415,1236089,+,hypothetical protein,No COG annotation,UPI0011BF7BAF,Op801
SACI_RS06910,SACI_RS06910,Saci_1447,1236721,1238265,-,ATP-binding protein,Function unknown,A0A0U3HJK6,Op802
SACI_RS06915,SACI_RS06915,Saci_1448,1238237,1238593,-,hypothetical protein,No COG annotation,A0A0U3FJB9,Op803
SACI_RS06920,SACI_RS06920,Saci_1449,1238806,1239951,+,hypothetical protein,No COG annotation,A0A0U3FD61,Op804
SACI_RS11660,SACI_RS11660,Saci_1450,1240242,1240400,+,putative integrase,Function unknown,UPI0009B5CE2A,Op805
SACI_RS06930,SACI_RS06930,Saci_1452,1240567,1240923,-,hypothetical protein,No COG annotation,A0A0U3GQW1,Op806
SACI_RS06940,SACI_RS06940,Saci_1454,1241078,1241686,-,DUF434 domain-containing protein,Function unknown,A0A0U3GPZ6,Op806
SACI_RS06945,SACI_RS06945,Saci_1455,1241676,1244399,-,alanine--tRNA ligase,"Translation, ribosomal structure and biogenesis",A0A0U3H8Z3,Op806
SACI_RS06950,rpl12p,Saci_1456,1244440,1244757,-,50S ribosomal protein P1,"Translation, ribosomal structure and biogenesis",M1IW14,Op806
SACI_RS06955,SACI_RS06955,Saci_1457,1244799,1245806,-,50S ribosomal protein L10,"Translation, ribosomal structure and biogenesis",M1IDH4,Op807
SACI_RS06960,SACI_RS06960,Saci_1458,1245803,1246468,-,50S ribosomal protein L1,"Translation, ribosomal structure and biogenesis",UPI000058E439,Op807
SACI_RS06965,SACI_RS06965,Saci_1459,1246465,1246977,-,50S ribosomal protein L11,"Translation, ribosomal structure and biogenesis",A0A0U2W1Y0,Op807
SACI_RS06970,SACI_RS06970,Saci_1460,1246985,1247443,-,transcription elongation factor Spt5,Transcription,A0A0U3FUU8,Op807
SACI_RS06975,SACI_RS06975,Saci_1461,1247457,1247654,-,protein translocase SEC61 complex subunit gamma,"Intracellular trafficking, secretion, and vesicular transport",UPI00001357A4,Op807
SACI_RS06980,ftsY,,1247670,1248779,-,signal recognition particle-docking protein FtsY,"Intracellular trafficking, secretion, and vesicular transport",A0A0U3FSX5,Op807
SACI_RS06985,SACI_RS06985,Saci_1463,1248776,1249225,-,prefoldin subunit alpha,"Post-translational modification, protein turnover,and chaperones",A0A0U2WW59,Op807
SACI_RS06990,SACI_RS06990,Saci_1464,1249222,1249482,-,50S ribosomal protein L18a,"Translation, ribosomal structure and biogenesis",A0A0U2Y467,Op807
SACI_RS06995,SACI_RS06995,Saci_1465,1249484,1250155,-,translation initiation factor IF-6,"Translation, ribosomal structure and biogenesis",A0A0U3H618,Op807
SACI_RS07000,SACI_RS07000,Saci_1466,1250152,1250541,-,50S ribosomal protein L31e,"Translation, ribosomal structure and biogenesis",A0A0U3H642,Op807
SACI_RS07005,SACI_RS07005,Saci_1467,1250546,1250707,-,50S ribosomal protein L39e,"Translation, ribosomal structure and biogenesis",UPI0000170023,Op807
SACI_RS07010,SACI_RS07010,Saci_1468,1250698,1251048,-,DNA-binding protein,Function unknown,UPI00057D1226,Op807
SACI_RS07015,SACI_RS07015,Saci_1469,1251058,1251522,-,30S ribosomal protein S19e,"Translation, ribosomal structure and biogenesis",A0A0U2NC28,Op807
SACI_RS07020,SACI_RS07020,Saci_1470,1251589,1252761,+,nicotinate phosphoribosyltransferase,Coenzyme transport and metabolism,A0A0U3FD45,Op808
SACI_RS07025,SACI_RS07025,Saci_1471,1252751,1253803,-,phosphate uptake regulator PhoU,Inorganic ion transport and metabolism,A0A0U3H6W0,Op809
